trans_date,transaction_amount,co_fee,org_amount,co_fee_other
2020-08-31,42350,2350,40000,2300
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,255100,5300,249800,5100
2020-08-31,128600,3650,124950,3600
2020-08-31,275300,5300,270000,5100
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,245100,5300,239800,5100
2020-08-31,230100,5300,224800,5100
2020-08-31,123650,3650,120000,3600
2020-08-31,306000,0,296000,5100
2020-08-31,128600,3650,124950,3600
2020-08-31,128600,3650,124950,3600
2020-08-31,82700,2700,80000,2700
2020-08-31,52700,2700,50000,2700
2020-08-31,169600,3650,165950,3600
2020-08-31,306000,0,296000,5100
